Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
889,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
890,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
891,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
892,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
893,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
894,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
895,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
896,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
897,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
898,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
899,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
900,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
901,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
902,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
903,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
904,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
905,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
906,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
907,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
908,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
909,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
910,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
911,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
912,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
913,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
914,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
915,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
916,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
917,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
918,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
919,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
920,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
921,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
922,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
923,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
924,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
925,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
926,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
927,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
928,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
929,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
930,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
931,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
932,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
933,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
934,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
935,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
936,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
937,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
938,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
939,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
940,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
941,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
942,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
943,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
944,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
945,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
946,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
947,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
948,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
949,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
950,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
951,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
952,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
953,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
954,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
955,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
956,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
957,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
958,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
959,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
960,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
961,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
962,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
963,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
964,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
965,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
966,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
967,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
968,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
969,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
970,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
971,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
972,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
973,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
974,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
975,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
976,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
977,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
978,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
979,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
980,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
981,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
982,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
983,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
984,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
985,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
986,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
